"music_title","difficulty_name","music_id","difficulty_id","count","played","comp","ex_comp","uc","per","grade_C","grade_B","grade_A","grade_Ap","grade_AA","grade_AAp","grade_AAA","grade_AAAp","grade_S","grade_995","grade_998","avg_score","sd_score","avg_skill_u8","avg_skill_9","avg_skill_10","avg_skill_11","avg_skill_12_n","avg_skill_12_g","avg_skill_12_h","avg_vf_u7","avg_vf_8_i_ii","avg_vf_8_iii_iv","avg_vf_9_i","avg_vf_9_ii","avg_vf_9_iii","avg_vf_9_iv","avg_vf_10_i","avg_vf_10_ii","avg_vf_10_iii","avg_vf_10_iv"
"冥 Rockin' SWING REMIX","ADVANCED","28","2","1997","521","851","314","250","61","1981","1967","1809","1634","1322","1082","783","611","387","214","95","9393777","706077","9233370","9212472","9431282","9329428","9459517","9207647","9530942","9281814","9303460","9431760","9351036","9384250","9434536","9540059","9517928","9640520","9871195","9634319"
"冥 Rockin' SWING REMIX","EXHAUST","28","3","4453","154","993","2369","811","126","4453","4452","4442","4424","4359","4215","3850","3292","2222","1196","529","9838890","187432","9420329","9384805","9641296","9797182","9903303","9929847","9964121","9565441","9769066","9851426","9893865","9921323","9942496","9962723","9970404","9984158","9979176","9992218"
"冥 Rockin' SWING REMIX","INFINITE","28","5","3657","169","1116","2097","239","36","3657","3656","3652","3639","3575","3471","3090","2511","1477","605","239","9818117","179698","9729437","9262783","9518609","9710706","9850551","9896261","9950429","9447820","9662781","9775591","9827614","9883419","9909336","9946004","9963415","9967220","9980798","9989635"
"Vampire Killer scar-ed Pf rmx","NOVICE","29","1","329","1","91","0","73","164","328","328","327","325","323","322","304","291","265","239","185","9901310","500597","9913978","9900744","9951406","9757778","9950093","9869727","9946101","9925792","9879944","9911044","9681684","9889814","9975629","9965155","9995488","9973807","9742556","9919355"
"Vampire Killer scar-ed Pf rmx","ADVANCED","29","2","413","8","244","12","83","66","410","408","387","362","322","288","246","224","177","121","81","9575224","675138","8848145","9421622","9512808","9478335","9666938","9838907","9788786","9307674","9487357","9649384","9491843","9672570","9721044","9750713","9919917","9767166","9937466","9752792"
"Vampire Killer scar-ed Pf rmx","EXHAUST","29","3","1380","16","412","451","232","269","1380","1379","1337","1274","1201","1134","1064","992","778","551","377","9753416","389629","9401983","9332439","9582444","9655311","9824730","9857910","9862304","9484352","9615737","9724210","9795308","9856407","9880555","9878044","9860649","9900948","9990704","9928672"
"遠く Dexholic Mix","NOVICE","30","1","260","2","25","1","60","172","259","258","258","258","257","252","244","235","226","207","197","9912614","514584","9885146","9970855","9931995","9865947","9863990","9911681","9970045","9929015","9903438","9758317","9815544","9966946","9970315","9964378","10000000","9992228","9995682","9992029"
"遠く Dexholic Mix","ADVANCED","30","2","479","4","284","8","107","76","477","477","440","410","352","319","260","228","184","151","104","9546651","671870","9322802","9249999","9606238","9446525","9620114","9581103","9669175","9465384","9385159","9565966","9528846","9421904","9638133","9615537","9657280","9890224","9942308","9904487"
"遠く Dexholic Mix","EXHAUST","30","3","1325","23","294","222","391","395","1322","1319","1288","1242","1186","1150","1094","1044","891","712","546","9790603","473469","9506930","9314885","9637829","9706703","9861467","9836062","9901066","9512029","9756280","9725639","9848685","9834681","9860263","9906618","9942987","9953812","9994555","9986900"
"Diamond Dust Black Diamond Dust","NOVICE","31","1","573","1","259","0","189","124","573","573","572","571","563","540","502","453","339","271","194","9872768","176562","9740431","9808148","9834412","9866008","9893453","9868286","9906238","9815946","9815928","9893555","9838063","9890709","9889240","9917741","9932259","9909810","9982595","9907700"
"Diamond Dust Black Diamond Dust","ADVANCED","31","2","725","36","492","20","131","46","725","724","674","613","538","451","347","289","181","121","65","9522899","472484","9327664","9229718","9424197","9403599","9569575","9481065","9768207","9348040","9361933","9475345","9442399","9549963","9570927","9783994","9828190","9714957","9937888","9797886"
"Diamond Dust Black Diamond Dust","EXHAUST","31","3","1687","14","577","432","429","235","1684","1684","1648","1576","1453","1347","1224","1095","811","516","347","9714527","523882","9379970","9401785","9614632","9665507","9695852","9758002","9881700","9525021","9608523","9685526","9725769","9745502","9777180","9843140","9860910","9869748","9976541","9953590"
"Xepher Light and Darkness Dragon REMIX","NOVICE","32","1","572","2","287","5","153","125","571","571","560","552","535","509","448","379","289","220","167","9783770","395428","9681553","9698587","9789441","9705011","9776589","9865043","9912579","9732686","9620126","9726914","9767692","9795580","9866395","9929496","9844545","9914825","9832412","9954398"
"Xepher Light and Darkness Dragon REMIX","ADVANCED","32","2","922","93","572","63","125","69","920","914","857","802","690","584","464","374","269","162","116","9529601","523637","9408166","9361765","9376007","9499414","9540277","9655060","9674624","9361527","9473185","9533495","9537049","9529337","9650721","9698610","9602451","9663339","9629207","9878587"
"Xepher Light and Darkness Dragon REMIX","EXHAUST","32","3","4479","160","819","2072","1202","226","4472","4466","4449","4417","4292","4144","3761","3291","2350","1349","702","9816830","344102","9347148","9295535","9567997","9756201","9897019","9927196","9967015","9482511","9741422","9835074","9894151","9922687","9924227","9963683","9973331","9986723","9979895","9991836"
"Xepher Light and Darkness Dragon REMIX","GRAVITY","32","6","4043","236","1481","2115","167","44","4043","4043","4040","4020","3904","3576","2679","1848","969","393","157","9739256","198931","9548738","9170893","9379812","9592828","9792662","9844266","9933007","9346002","9532755","9681721","9761913","9819975","9869821","9925143","9950343","9953189","9976487","9988555"
"Second Heaven Lamaze-REMIX","NOVICE","33","1","385","0","167","7","96","115","385","385","383","379","371","355","311","272","217","185","148","9840622","229138","9757236","9788360","9881762","9808323","9856312","9821833","9890468","9819954","9779912","9828829","9795918","9906296","9834002","9866522","9965176","9835601","9890400","9941799"
"Second Heaven Lamaze-REMIX","ADVANCED","33","2","1008","34","781","19","92","82","1008","1007","949","880","722","552","378","293","208","162","114","9484470","443204","9354372","9372562","9461554","9410841","9505276","9515438","9646148","9360666","9374012","9447479","9520658","9464665","9522813","9643995","9708274","9763548","9763304","9680992"
"Second Heaven Lamaze-REMIX","EXHAUST","33","3","2646","64","1043","1095","268","176","2644","2644","2597","2506","2229","1994","1712","1438","823","464","275","9672813","363712","9431691","9278708","9490482","9606104","9707135","9741264","9824129","9424623","9578099","9654755","9667117","9760498","9774302","9818310","9809820","9837155","9913586","9904793"
"サイコパスコミュニケーション","NOVICE","34","1","271","0","98","0","65","108","271","271","270","267","264","256","239","216","191","168","143","9885425","215056","9830571","9610957","9875839","9903766","9874977","9933241","9961371","9832537","9782320","9895576","9867035","9936310","9871525","9940737","9988746","9929788","9993861","9974887"
"サイコパスコミュニケーション","ADVANCED","34","2","573","63","325","10","89","86","571","571","562","538","471","405","305","262","209","160","127","9627404","555553","9554632","9511550","9637624","9591795","9675069","9583741","9628894","9577918","9601638","9627463","9635751","9624136","9624910","9621854","9830311","9834550","9974093","9845423"
"サイコパスコミュニケーション","EXHAUST","34","3","2218","44","528","812","310","524","2214","2213","2183","2149","2112","2033","1899","1781","1424","1056","778","9837266","352013","9557770","9598881","9722098","9758584","9891130","9867346","9929040","9573828","9792232","9825399","9871327","9884455","9894674","9938662","9948553","9949149","9977252","9969487"
"サイコパスコミュニケーション","INFINITE","34","5","1547","173","206","505","291","372","1524","1523","1492","1447","1395","1353","1305","1257","1075","838","634","9726984","943794","9332999","9317405","9582318","9673087","9776730","9904558","9851702","9444444","9564188","9684131","9746169","9875549","9872849","9818170","9814060","9930631","9990581","9899000"
"U&M","NOVICE","35","1","260","1","34","1","47","177","259","259","259","259","259","254","246","239","232","216","197","9927316","519247","9904292","9858211","9967306","9928703","9862974","9948440","9991299","9927494","9936500","9758958","9954885","9954149","9993145","9987819","9996520","10000000","9993039","9986742"
"U&M","ADVANCED","35","2","595","3","163","10","286","133","594","593","577","561","532","496","430","379","302","213","157","9735643","435003","9514839","9680294","9632338","9715193","9790626","9649526","9841225","9624638","9700731","9711288","9734117","9725720","9750734","9858578","9862360","9842939","9933429","9815281"
"U&M","EXHAUST","35","3","2453","188","283","85","744","1153","2434","2433","2387","2352","2284","2236","2167","2130","1988","1763","1462","9813870","843348","9646732","9563135","9754671","9755634","9810673","9781373","9909737","9611141","9771011","9802090","9860028","9859944","9757205","9896194","9956229","9942825","9997259","9982242"
"ヤサイマシ☆ニンニクアブラオオメ","NOVICE","36","1","640","10","367","6","134","123","637","632","605","567","515","458","397","349","283","230","183","9616937","573578","9492824","9477401","9636495","9472627","9681994","9501860","9809215","9563485","9366227","9607629","9595644","9630414","9635436","9783541","9786851","9760559","9948211","9891990"
"ヤサイマシ☆ニンニクアブラオオメ","ADVANCED","36","2","1393","270","790","55","194","84","1380","1375","1272","1137","892","703","532","434","293","202","138","9386851","709764","9287532","8937686","9306295","9301707","9412748","9459612","9581981","9162001","9340561","9222018","9492297","9437044","9470537","9613949","9570458","9841816","9656221","9755138"
"ヤサイマシ☆ニンニクアブラオオメ","EXHAUST","36","3","3415","51","1145","909","784","526","3414","3414","3390","3314","3129","2897","2618","2374","1818","1381","920","9787208","309504","9534867","9445405","9673393","9731525","9846096","9839834","9904372","9578078","9689201","9785902","9834441","9871473","9867525","9878580","9916610","9916950","9897713","9964806"
"ヤサイマシ☆ニンニクアブラオオメ","INFINITE","36","5","3503","64","682","1762","632","363","3500","3500","3476","3437","3347","3197","2989","2679","2132","1346","801","9832966","292772","9522923","9319902","9574714","9793137","9888888","9922126","9939704","9520214","9755917","9851021","9880372","9933515","9918973","9939295","9940932","9981254","9989911","9956842"
"FLOWER REDALiCE Remix","NOVICE","37","1","2330","199","1792","36","146","157","2325","2313","2106","1931","1638","1360","930","711","466","348","269","9440903","585266","9452793","9395530","9342615","9412291","9471953","9470170","9476273","9394610","9337377","9416516","9463868","9502851","9452238","9558837","9376633","9603268","9501247","9397781"
"FLOWER REDALiCE Remix","ADVANCED","37","2","2615","280","1768","209","286","72","2609","2596","2459","2255","1872","1479","1055","757","430","272","147","9473053","498200","9365929","9303003","9393821","9417721","9477110","9476900","9614511","9325523","9430600","9434978","9438828","9482429","9525553","9641564","9580613","9733303","9634069","9687237"
